XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
251711.35190385,3324344.82855304,129,107,65,336.884427275614
251711.35190385,3324344.82855304,129,169,85,218.809931272036
251711.35190385,3324344.82855304,129,211,106,161.67154931507
250758.27163180,3324351.88257463,131,125,66,22.7087466713407
250758.27163180,3324351.88257463,131,150,75,98.5091697827594
250758.27163180,3324351.88257463,131,215,108,190.603479099485
252008.71464734,3324352.57285215,134,109,67,126.711067802211
252008.71464734,3324352.57285215,134,144,72,24.8011880790258
251323.29921787,3324358.21394049,135,122,68,48.3397182677915
251323.29921787,3324358.21394049,135,138,69,12.5509591016458
251323.29921787,3324358.21394049,135,152,77,39.1966795998734
251335.17595139,3324362.27223758,138,135,69,12.5509591016458
251335.17595139,3324362.27223758,138,140,70,12.8208731144563
251335.17595139,3324362.27223758,138,155,78,45.9853617916019
251347.30575202,3324366.42467352,140,138,70,12.8208731144563
251347.30575202,3324366.42467352,140,107,71,287.513865530171
251347.30575202,3324366.42467352,140,146,73,50.1202958984029
251347.30575202,3324366.42467352,140,161,82,52.4456887569812
251989.49217389,3324368.23425348,144,134,72,24.8011880790258
251989.49217389,3324368.23425348,144,147,74,100.473511120695
251989.49217389,3324368.23425348,144,172,87,83.1852673295507
251392.23786124,3324384.47968470,146,140,73,50.1202958984029
251392.23786124,3324384.47968470,146,158,79,27.955880011726
252080.17716471,3324375.70242731,147,144,74,100.473511120695
250669.57266694,3324390.97853166,150,131,75,98.5091697827594
250669.57266694,3324390.97853166,150,195,98,61.6476416301274
250669.57266694,3324390.97853166,150,199,101,292.079789627066
251302.84699884,3324391.65173989,152,122,76,71.6954943083029
251302.84699884,3324391.65173989,152,135,77,39.1966795998734
251302.84699884,3324391.65173989,152,448,224,1031.85429035708
251319.18409805,3324405.18200163,155,138,78,45.9853617916019
251319.18409805,3324405.18200163,155,161,81,14.3435742791276
251377.13138336,3324408.00255768,158,146,79,27.955880011726
252407.67223972,3324410.58814331,159,160,80,67.7237329305561
252407.67223972,3324410.58814331,159,186,102,309.687111485191
252447.44573125,3324364.87294717,160,159,80,67.7237329305561
251332.26042156,3324411.07673544,161,155,81,14.3435742791276
251332.26042156,3324411.07673544,161,140,82,52.4456887569812
251332.26042156,3324411.07673544,161,205,103,91.7714632065805
252077.59133389,3324398.94292372,165,166,83,24.3866428969473
252077.59133389,3324398.94292372,165,172,90,158.388354482557
252095.78351178,3324415.18339832,166,165,83,24.3866428969473
252095.78351178,3324415.18339832,166,111,84,160.126367501057
252095.78351178,3324415.18339832,166,186,93,30.7014307417919
251914.80284263,3324417.54246845,169,129,85,218.809931272036
251914.80284263,3324417.54246845,169,172,86,11.2566247944275
251914.80284263,3324417.54246845,169,186,99,213.206638892191
251925.91425768,3324419.34470524,172,169,86,11.2566247944275
251925.91425768,3324419.34470524,172,144,87,83.1852673295507
251925.91425768,3324419.34470524,172,165,90,158.388354482557
250145.27523456,3324423.44639710,175,176,88,195.235651182749
250145.27523456,3324423.44639710,175,178,92,121.619927837082
250112.93009230,3324236.03950993,176,175,88,195.235651182749
250378.00119169,3324228.08120218,177,178,89,227.043600780746
250265.67267913,3324425.39086216,178,177,89,227.043600780746
250265.67267913,3324425.39086216,178,175,92,121.619927837082
250265.67267913,3324425.39086216,178,193,97,85.0528417852351
249531.79082798,3324387.30065483,181,182,91,40.4338095320596
249536.45432150,3324427.46462850,182,181,91,40.4338095320596
252118.69324749,3324435.62164334,186,166,93,30.7014307417919
252118.69324749,3324435.62164334,186,187,94,410.810270058373
252118.69324749,3324435.62164334,186,169,99,213.206638892191
252118.69324749,3324435.62164334,186,159,102,309.687111485191
252443.14676760,3324214.53935885,187,186,94,410.810270058373
249391.58261745,3324423.79984754,189,190,95,14.1661971778486
249394.48853966,3324437.66479466,190,189,95,14.1661971778486
249394.48853966,3324437.66479466,190,192,96,102.584666851023
249394.48853966,3324437.66479466,190,245,123,547.605688204445
249394.48853966,3324437.66479466,190,289,145,556.11645146324
249489.25080926,3324398.37451426,192,190,96,102.584666851023
250347.09532558,3324441.02982323,193,178,97,85.0528417852351
250347.09532558,3324441.02982323,193,199,100,48.6333023372237
250347.09532558,3324441.02982323,193,231,116,138.405883695983
250692.61091137,3324448.15956884,195,150,98,61.6476416301274
250692.61091137,3324448.15956884,195,207,104,79.8238505797457
250692.61091137,3324448.15956884,195,213,107,64.3550421408679
250392.28786615,3324458.99735988,199,193,100,48.6333023372237
250392.28786615,3324458.99735988,199,150,101,292.079789627066
250392.28786615,3324458.99735988,199,239,120,332.813872500301
251392.29613782,3324478.75030814,205,161,103,91.7714632065805
251392.29613782,3324478.75030814,205,243,122,229.473428636833
250619.28206025,3324479.69885726,207,195,104,79.8238505797457
250869.04334152,3324487.96681715,209,91,105,554.949822101245
250869.04334152,3324487.96681715,209,215,109,35.9134850966811
250869.04334152,3324487.96681715,209,317,159,484.513467652305
251687.99537374,3324504.03758540,211,129,106,161.67154931507
251687.99537374,3324504.03758540,211,225,113,67.7364664663125
251687.99537374,3324504.03758540,211,241,121,174.641342781139
250710.06181023,3324510.10339482,213,195,107,64.3550421408679
250842.13960895,3324511.75689041,215,131,108,190.603479099485
250842.13960895,3324511.75689041,215,209,109,35.9134850966811
250842.13960895,3324511.75689041,215,229,115,85.8827463973123
251708.59700391,3324510.66185767,219,220,110,42.2425007471945
251738.85321841,3324540.14050000,220,219,110,42.2425007471945
251738.85321841,3324540.14050000,220,221,111,22.1410907459216
251738.85321841,3324540.14050000,220,225,114,22.9881096600068
251738.85321841,3324540.14050000,220,234,117,87.9030760623743
251754.20773415,3324524.18848615,221,220,111,22.1410907459216
251754.20773415,3324524.18848615,221,223,112,45.7789752437306
251791.56721032,3324550.64569906,223,221,112,45.7789752437306
251725.47147673,3324558.83226758,225,211,113,67.7364664663125
251725.47147673,3324558.83226758,225,220,114,22.9881096600068
251725.47147673,3324558.83226758,225,235,118,66.3310651265392
250785.60031991,3324576.40327409,229,215,115,85.8827463973123
250333.90038772,3324578.80530094,231,193,116,138.405883695983
251796.67612912,3324600.55609340,234,220,117,87.9030760623743
251796.67612912,3324600.55609340,234,235,119,20.8827322526626
251796.67612912,3324600.55609340,234,247,124,498.760327345252
251775.79473937,3324600.79288058,235,225,118,66.3310651265392
251775.79473937,3324600.79288058,235,234,119,20.8827322526626
251775.79473937,3324600.79288058,235,255,128,215.409712875186
251775.79473937,3324600.79288058,235,267,134,278.169903482183
250641.20649093,3324613.58529334,239,199,120,332.813872500301
251599.14377578,3324651.31065280,241,211,121,174.641342781139
251468.96774748,3324664.54653129,243,205,122,229.473428636833
248903.94666584,3324676.80801501,245,190,123,547.605688204445
248903.94666584,3324676.80801501,245,250,126,142.679136004321
248903.94666584,3324676.80801501,245,253,127,42.8070942313801
252244.57944702,3324648.19098773,247,234,124,498.760327345252
248754.46272651,3324669.17054019,249,250,125,38.8424550293766
248764.45918084,3324706.70462088,250,249,125,38.8424550293766
248764.45918084,3324706.70462088,250,245,126,142.679136004321
248764.45918084,3324706.70462088,250,257,129,251.491564568419
248926.26349468,3324713.33754371,253,245,127,42.8070942313801
251645.82282349,3324769.77731837,255,235,128,215.409712875186
248550.41702786,3324833.48557216,257,250,129,251.491564568419
248550.41702786,3324833.48557216,257,265,133,39.1841469036018
248550.41702786,3324833.48557216,257,270,135,43.4758475284519
248692.87874443,3324775.76520644,259,260,130,158.087007886734
248692.87874443,3324775.76520644,259,275,138,117.663125367155
248692.87874443,3324775.76520644,259,277,140,161.385581488601
248837.88131731,3324833.84866578,260,259,130,158.087007886734
248837.88131731,3324833.84866578,260,262,131,179.138191431909
248837.88131731,3324833.84866578,260,300,150,91.0532464482347
249014.26550362,3324848.86940486,262,260,131,179.138191431909
249014.26550362,3324848.86940486,262,264,132,197.697452758181
249014.26550362,3324848.86940486,262,300,154,273.818902664787
249014.26550362,3324848.86940486,262,358,179,227.267968695214
249204.64587615,3324807.91346716,264,262,132,197.697452758181
248519.40069561,3324857.43102063,265,257,133,39.1841469036018
248519.40069561,3324857.43102063,265,287,144,65.717449827208
248519.40069561,3324857.43102063,265,292,146,52.0689288581724
251850.00493228,3324863.29281568,267,235,134,278.169903482183
251850.00493228,3324863.29281568,267,363,182,393.270061119293
251850.00493228,3324863.29281568,267,415,208,445.453646316903
248565.13597568,3324873.28239216,270,257,135,43.4758475284519
248565.13597568,3324873.28239216,270,274,137,15.4361371461083
248565.13597568,3324873.28239216,270,277,139,47.2952795002776
250489.15732833,3324884.99908182,271,272,136,80.7471095515411
250564.38560409,3324868.87822527,272,271,136,80.7471095515411
250564.38560409,3324868.87822527,272,282,142,24.3956763172232
250564.38560409,3324868.87822527,272,310,155,210.688717075889
248555.84208091,3324885.60707674,274,270,137,15.4361371461083
248555.84208091,3324885.60707674,274,277,143,55.8457440229301
248555.84208091,3324885.60707674,274,302,152,55.9223517001437
248665.92320700,3324888.16814464,275,259,138,117.663125367155
248607.97141754,3324889.37749122,277,270,139,47.2952795002776
248607.97141754,3324889.37749122,277,259,140,161.385581488601
248607.97141754,3324889.37749122,277,274,143,55.8457440229301
250509.94094092,3324888.13405855,281,282,141,52.1261385242282
250561.82621935,3324893.13927579,282,281,141,52.1261385242282
250561.82621935,3324893.13927579,282,272,142,24.3956763172232
250561.82621935,3324893.13927579,282,305,153,40.134187371271
248467.44440175,3324897.67168290,287,265,144,65.717449827208
248467.44440175,3324897.67168290,287,294,147,29.5659982365601
248467.44440175,3324897.67168290,287,379,190,322.529486586234
249657.31879342,3324903.88644092,289,190,145,556.11645146324
249657.31879342,3324903.88644092,289,297,149,33.3788897276682
249657.31879342,3324903.88644092,289,311,156,185.791839310415
248511.31247343,3324908.25213770,292,265,146,52.0689288581724
248511.31247343,3324908.25213770,292,294,148,17.1758023506207
248511.31247343,3324908.25213770,292,302,151,19.3999363718312
248494.24306011,3324910.16088472,294,287,147,29.5659982365601
248494.24306011,3324910.16088472,294,292,148,17.1758023506207
248494.24306011,3324910.16088472,294,320,161,89.3145423394355
249687.86409748,3324916.52633660,297,289,149,33.3788897276682
249687.86409748,3324916.52633660,297,343,174,462.278024427362
249687.86409748,3324916.52633660,297,495,248,854.327481934328
248809.28276289,3324919.50048702,300,260,150,91.0532464482347
248809.28276289,3324919.50048702,300,262,154,273.818902664787
248517.75240883,3324926.55199462,302,292,151,19.3999363718312
248517.75240883,3324926.55199462,302,274,152,55.9223517001437
248517.75240883,3324926.55199462,302,346,173,67.0443209176705
250568.82920418,3324932.65776766,305,282,153,40.134187371271
250748.86124338,3324944.55079294,310,272,155,210.688717075889
250748.86124338,3324944.55079294,310,324,163,54.8054346718167
250748.86124338,3324944.55079294,310,330,165,33.1305204736635
249478.79785978,3324950.21128592,311,289,156,185.791839310415
249478.79785978,3324950.21128592,311,313,158,130.388744857632
249478.79785978,3324950.21128592,311,378,189,225.023835626248
249351.33172332,3324962.77883198,313,314,157,67.2208266596619
249351.33172332,3324962.77883198,313,311,158,130.388744857632
249351.33172332,3324962.77883198,313,358,180,259.881266256553
249352.41111968,3324896.85486934,314,313,157,67.2208266596619
250786.86015022,3324964.21294951,317,209,159,484.513467652305
250786.86015022,3324964.21294951,317,328,164,13.0524569651048
250786.86015022,3324964.21294951,317,330,166,18.2881769909435
248416.42376957,3324948.02974426,319,320,160,20.8757051479515
248425.86323858,3324966.64939759,320,319,160,20.8757051479515
248425.86323858,3324966.64939759,320,294,161,89.3145423394355
248425.86323858,3324966.64939759,320,334,167,18.6771456284998
248425.86323858,3324966.64939759,320,336,169,28.2894598029088
250604.08756918,3324911.76164713,323,324,162,114.064535926866
250701.78971247,3324969.31832337,324,323,162,114.064535926866
250701.78971247,3324969.31832337,324,310,163,54.8054346718167
250701.78971247,3324969.31832337,324,353,178,390.700883495948
250798.86666099,3324969.33255220,328,317,164,13.0524569651048
250798.86666099,3324969.33255220,328,412,206,280.152249067872
250769.63560466,3324970.35887889,330,310,165,33.1305204736635
250769.63560466,3324970.35887889,330,317,166,18.2881769909435
248438.39826267,3324980.49529734,334,320,167,18.6771456284998
248438.39826267,3324980.49529734,334,336,170,35.312093519734
248438.39826267,3324980.49529734,334,350,175,123.727934116501
248390.71123463,3324967.08493948,335,336,168,23.7935327276346
248404.74951954,3324985.47768492,336,335,168,23.7935327276346
248404.74951954,3324985.47768492,336,320,169,28.2894598029088
248404.74951954,3324985.47768492,336,334,170,35.312093519734
248404.74951954,3324985.47768492,336,341,171,4.622741225263
248401.29666886,3324988.55137304,341,336,171,4.622741225263
250130.10931489,3324988.93941988,343,344,172,217.306367921497
250130.10931489,3324988.93941988,343,297,174,462.278024427362
250130.10931489,3324988.93941988,343,353,177,210.728986202245
250044.51324976,3324798.72725440,344,343,172,217.306367921497
248536.97490507,3324990.73812759,346,302,173,67.0443209176705
248536.97490507,3324990.73812759,346,350,176,25.2000091036017
248536.97490507,3324990.73812759,346,372,187,278.981624424187
248551.66223035,3325009.67086153,350,334,175,123.727934116501
248551.66223035,3325009.67086153,350,346,176,25.2000091036017
248551.66223035,3325009.67086153,350,372,186,175.476596049523
250337.18322195,3325010.52907075,353,343,177,210.728986202245
250337.18322195,3325010.52907075,353,324,178,390.700883495948
250337.18322195,3325010.52907075,353,430,215,355.890528662619
249118.94668524,3325035.03617069,358,262,179,227.267968695214
249118.94668524,3325035.03617069,358,313,180,259.881266256553
249118.94668524,3325035.03617069,358,362,181,33.7715224348781
249118.94668524,3325035.03617069,358,368,185,28.3568469186985
249088.46902164,3325049.58360171,362,358,181,33.7715224348781
249088.46902164,3325049.58360171,362,368,184,25.1569123314098
249088.46902164,3325049.58360171,362,372,188,378.878300855313
251557.43847988,3325052.53069839,363,267,182,393.270061119293
248161.36640641,3325036.19884464,365,366,183,24.3202460701335
248164.18488265,3325059.88339109,366,365,183,24.3202460701335
248164.18488265,3325059.88339109,366,382,191,62.9069702244951
248164.18488265,3325059.88339109,366,385,194,52.009961326345
249110.23674048,3325062.02223431,368,362,184,25.1569123314098
249110.23674048,3325062.02223431,368,358,185,28.3568469186985
249110.23674048,3325062.02223431,368,433,217,339.893553945603
248713.56290524,3325071.98181138,372,350,186,175.476596049523
248713.56290524,3325071.98181138,372,346,187,278.981624424187
248713.56290524,3325071.98181138,372,362,188,378.878300855313
249601.18145995,3325090.05777114,378,311,189,225.023835626248
248213.15419960,3325096.06951676,379,287,190,322.529486586234
248213.15419960,3325096.06951676,379,382,192,12.8112472117434
248213.15419960,3325096.06951676,379,393,197,46.0051985082691
248203.06485045,3325103.96464747,382,366,191,62.9069702244951
248203.06485045,3325103.96464747,382,379,192,12.8112472117434
248203.06485045,3325103.96464747,382,390,196,31.8280920037964
248164.80327915,3325109.80737552,385,386,193,42.6212330302524
248164.80327915,3325109.80737552,385,366,194,52.009961326345
248164.80327915,3325109.80737552,385,390,195,19.0635586996921
248133.67201147,3325081.72210182,386,385,193,42.6212330302524
248177.99297803,3325123.57149968,390,385,195,19.0635586996921
248177.99297803,3325123.57149968,390,382,196,31.8280920037964
248177.99297803,3325123.57149968,390,401,201,65.2097073559671
248234.36431166,3325136.89364487,393,379,197,46.0051985082691
248234.36431166,3325136.89364487,393,395,198,63.1900687499949
248234.36431166,3325136.89364487,393,397,199,19.8439937879784
248292.26717239,3325111.59061130,395,393,198,63.1900687499949
248243.52023877,3325154.49912947,397,393,199,19.8439937879784
248243.52023877,3325154.49912947,397,399,200,57.5026415395909
248243.52023877,3325154.49912947,397,403,202,18.8520086402741
248296.89887729,3325133.11514635,399,397,200,57.5026415395909
248126.63622761,3325163.75595090,401,390,201,65.2097073559671
248126.63622761,3325163.75595090,401,405,203,50.9215701331525
248126.63622761,3325163.75595090,401,419,210,344.68236633226
248252.21215038,3325171.22781449,403,397,202,18.8520086402741
248148.83907695,3325209.58214195,405,401,203,50.9215701331525
248148.83907695,3325209.58214195,405,407,204,71.1578732899746
248148.83907695,3325209.58214195,405,409,205,2.90587897660307
248208.23494218,3325172.75277930,407,405,204,71.1578732899746
248150.11479874,3325212.19301662,409,405,205,2.90587897660307
250751.50464393,3325244.82322147,412,328,206,280.152249067872
250751.50464393,3325244.82322147,412,422,211,148.076763829304
250751.50464393,3325244.82322147,412,541,272,403.467773969683
252384.91769864,3324896.38634750,413,414,207,441.440017714588
252133.31766939,3325247.68679774,414,413,207,441.440017714588
252133.31766939,3325247.68679774,414,415,209,136.433062563417
252133.31766939,3325247.68679774,414,565,283,518.260516538174
252002.08561158,3325255.27266554,415,267,208,445.453646316903
252002.08561158,3325255.27266554,415,414,209,136.433062563417
252002.08561158,3325255.27266554,415,423,212,142.47806334785
247814.20738774,3325303.49262030,419,401,210,344.68236633226
247814.20738774,3325303.49262030,419,436,218,119.438406475875
247814.20738774,3325303.49262030,419,632,317,3346.04835785665
250865.36020397,3325334.46071411,422,412,211,148.076763829304
250865.36020397,3325334.46071411,422,442,221,97.4710398519168
250865.36020397,3325334.46071411,422,446,223,111.635960707082
251891.34146493,3325339.58916241,423,415,212,142.47806334785
251891.34146493,3325339.58916241,423,425,214,18.0839954343177
251891.34146493,3325339.58916241,423,449,225,105.816708420329
251874.15358103,3325345.21122055,425,426,213,34.1902296790443
251874.15358103,3325345.21122055,425,423,214,18.0839954343177
251874.15358103,3325345.21122055,425,437,219,53.2632955997944
251854.36861876,3325317.32704809,426,425,213,34.1902296790443
250396.14073067,3325350.73573324,430,353,215,355.890528662619
250396.14073067,3325350.73573324,430,431,216,91.5450274733867
250396.14073067,3325350.73573324,430,502,251,217.75988852887
250465.24021428,3325292.51339368,431,430,216,91.5450274733867
249137.94102069,3325369.48196838,433,368,217,339.893553945603
249137.94102069,3325369.48196838,433,440,230,1156.13266414396
249137.94102069,3325369.48196838,433,464,232,196.571680840774
247896.28856219,3325388.52592062,436,419,218,119.438406475875
247896.28856219,3325388.52592062,436,440,220,161.299616145274
247896.28856219,3325388.52592062,436,461,231,185.689745472926
251899.53750896,3325392.03679968,437,425,219,53.2632955997944
248056.35452205,3325392.07911453,440,436,220,161.299616145274
248056.35452205,3325392.07911453,440,451,226,34.3061840360105
248056.35452205,3325392.07911453,440,433,230,1156.13266414396
250809.06617514,3325414.03197731,442,422,221,97.4710398519168
250809.06617514,3325414.03197731,442,444,222,42.062234008543
250809.06617514,3325414.03197731,442,455,228,58.9508603787149
250851.07422736,3325412.57286097,444,442,222,42.062234008543
250916.90959358,3325420.86940110,446,422,223,111.635960707082
251354.81610144,3325421.73839468,448,152,224,1031.85429035708
251354.81610144,3325421.73839468,448,118,227,1369.7417653271
251354.81610144,3325421.73839468,448,477,239,122.701848032613
251354.81610144,3325421.73839468,448,624,312,810.249407876677
251952.59819004,3325425.87235551,449,423,225,105.816708420329
248061.78023012,3325425.95352899,451,440,226,34.3061840360105
250767.08758187,3325453.10422117,455,442,228,58.9508603787149
249430.60755304,3325125.35505010,457,458,229,371.119885303023
249389.44314834,3325455.46567765,458,457,229,371.119885303023
249389.44314834,3325455.46567765,458,464,233,111.532361151685
247746.13258305,3325479.01222662,461,436,231,185.689745472926
249284.27502271,3325490.00104153,464,433,232,196.571680840774
249284.27502271,3325490.00104153,464,458,233,111.532361151685
249284.27502271,3325490.00104153,464,469,235,300.123909195523
249284.27502271,3325490.00104153,464,480,240,30.4041822854672
249379.85298649,3325489.17127681,467,468,234,12.3309866908243
249379.85298649,3325489.17127681,467,480,241,89.0645030243878
249390.35569191,3325495.63242313,468,467,234,12.3309866908243
249390.35569191,3325495.63242313,468,472,236,17.5459751077609
249390.35569191,3325495.63242313,468,484,242,46.3019121219502
249003.19838661,3325478.15726221,469,464,235,300.123909195523
249399.89760401,3325510.35699972,472,468,236,17.5459751077609
249399.89760401,3325510.35699972,472,473,237,11.5602148708127
