XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
423757.60025053,3377246.37788062,7537,7725,3863,542.205040697053
423757.60025053,3377246.37788062,7537,7997,3999,1298.06318859038
423763.70666936,3377236.09438125,7540,7537,3770,11.9598791909304
423763.70666936,3377236.09438125,7540,7511,23582,42.8813825524362
399536.91968032,3377246.81091701,7541,7474,3771,306.828397443669
415268.65031926,3377250.66869657,7543,7544,3772,556.826933958335
415268.65031926,3377250.66869657,7543,7554,3777,985.677063953858
415268.65031926,3377250.66869657,7543,7557,3779,18.8982726497401
415268.65031926,3377250.66869657,7543,7595,3798,706.519322741644
415508.68008053,3376799.63841406,7544,7543,3772,556.826933958335
422402.97117444,3377250.88634354,7545,7337,3773,582.928687436333
422402.97117444,3377250.88634354,7545,7716,3858,513.473040625848
422402.97117444,3377250.88634354,7545,8238,4120,1348.44673201534
416327.37468883,3377251.03885314,7548,7533,3774,1157.44965106309
416327.37468883,3377251.03885314,7548,7561,23583,72.8542775960457
354763.77357667,3377251.74372330,7549,7453,3775,158.563682834574
354763.77357667,3377251.74372330,7549,7465,3776,336.860847395433
354763.77357667,3377251.74372330,7549,7589,3795,360.364057992842
354763.77357667,3377251.74372330,7549,7609,3805,148.633955134816
416254.01311561,3377232.42167616,7554,7543,3777,985.677063953858
416254.01311561,3377232.42167616,7554,7531,23581,73.5789032817573
353152.42372418,3377266.11504305,7556,7485,3778,261.680284826763
353152.42372418,3377266.11504305,7556,7577,3789,69.8204648817905
353152.42372418,3377266.11504305,7556,7582,3791,209.664611322867
415262.52199394,3377268.54573037,7557,7543,3779,18.8982726497401
415262.52199394,3377268.54573037,7557,7561,3781,992.267790456985
415262.52199394,3377268.54573037,7557,7620,3810,700.442983092413
415262.52199394,3377268.54573037,7557,7629,3815,315.403571710094
425715.19114976,3377268.78174110,7560,7150,3780,1510.25825985919
425715.19114976,3377268.78174110,7560,7752,3876,574.092680314938
425715.19114976,3377268.78174110,7560,8248,4124,1336.81858746721
416254.53172438,3377252.32271213,7561,7557,3781,992.267790456985
416254.53172438,3377252.32271213,7561,7548,23583,72.8542775960457
365376.92851530,3377271.82394107,7564,7506,3782,213.15574466721
365376.92851530,3377271.82394107,7564,7566,3783,12.6680042141653
365376.92851530,3377271.82394107,7564,8902,4451,2864.71743837138
365365.03455061,3377276.18420880,7566,7564,3783,12.6680042141653
365365.03455061,3377276.18420880,7566,7962,3981,2492.93069794311
365365.03455061,3377276.18420880,7566,8909,4455,2877.51967647144
400792.94956439,3377278.17233464,7568,7350,3784,469.795823477709
400792.94956439,3377278.17233464,7568,7409,3785,514.182590136504
400792.94956439,3377278.17233464,7568,7688,3845,568.538383084462
400792.94956439,3377278.17233464,7568,7727,3864,412.38193744894
428429.12009155,3377279.21828575,7571,7361,3786,413.03981082636
428429.12009155,3377279.21828575,7571,7446,3790,912.616126335035
428429.12009155,3377279.21828575,7571,7939,3970,758.210214959864
353042.70185466,3377297.10328743,7574,6850,3787,1941.15887369507
353042.70185466,3377297.10328743,7574,7663,23584,25.8835087161729
353032.38363195,3377300.58018406,7575,6863,3788,1936.85423822456
353032.38363195,3377300.58018406,7575,7670,23585,25.5860421571958
353193.39514748,3377322.65033989,7577,7556,3789,69.8204648817905
353193.39514748,3377322.65033989,7577,7594,3797,80.4661552303358
353193.39514748,3377322.65033989,7577,7601,3801,81.1542576454203
352957.48848717,3377343.31285788,7582,7556,3791,209.664611322867
352957.48848717,3377343.31285788,7582,7652,3826,140.197639348224
352957.48848717,3377343.31285788,7582,8582,4292,3750.4462845274
353736.30727619,3377355.75094820,7584,7442,3792,304.95415970004
353736.30727619,3377355.75094820,7584,7514,3793,444.226375177945
353736.30727619,3377355.75094820,7584,7598,3800,102.310684023251
353736.30727619,3377355.75094820,7584,7654,3827,133.583189098888
402554.86883396,3377371.97845692,7588,6704,3794,2772.037592924
402554.86883396,3377371.97845692,7588,7662,3831,281.502075575252
402554.86883396,3377371.97845692,7588,7738,3869,387.750463253785
354424.59465397,3377372.99861809,7589,7549,3795,360.364057992842
354424.59465397,3377372.99861809,7589,7604,3803,157.368808476266
354424.59465397,3377372.99861809,7589,7658,3829,115.789851620253
480627.43308281,3377111.29216615,7591,7430,3796,2352.9564453012
480627.43308281,3377111.29216615,7591,7478,23579,29.8671726033902
353246.75547143,3377382.64278112,7594,7577,3797,80.4661552303358
353246.75547143,3377382.64278112,7594,7722,3862,290.708867205474
414582.88728978,3377384.23166458,7595,7543,3798,706.519322741644
353639.21328493,3377388.00359036,7598,7457,3799,291.837295342197
353639.21328493,3377388.00359036,7598,7584,3800,102.310684023251
353639.21328493,3377388.00359036,7598,7636,3819,136.790992157305
353639.21328493,3377388.00359036,7598,7666,3833,133.302140893688
353240.72575559,3377388.12326060,7601,7577,3801,81.1542576454203
353240.72575559,3377388.12326060,7601,7664,3846,286.794351217263
354268.14092886,3377388.29611591,7604,7514,3802,212.305170746624
354268.14092886,3377388.29611591,7604,7589,3803,157.368808476266
354268.14092886,3377388.29611591,7604,7654,3828,480.128744510463
354268.14092886,3377388.29611591,7604,7672,3836,155.201889437124
410561.54712316,3377389.34609738,7608,7015,3804,1406.62339727367
410561.54712316,3377389.34609738,7608,7611,3808,1046.24183289394
410561.54712316,3377389.34609738,7608,7810,3906,423.097538910035
354810.59226539,3377392.81130642,7609,7549,3805,148.633955134816
411607.67667717,3377394.19133768,7611,7023,3806,1395.59124796804
411607.67667717,3377394.19133768,7611,7613,3807,781.522926579836
411607.67667717,3377394.19133768,7611,7608,3808,1046.24183289394
411607.67667717,3377394.19133768,7611,8347,4174,942.102786914489
412389.19516078,3377395.75189324,7613,7611,3807,781.522926579836
426944.08641026,3377401.60905070,7617,7469,3809,384.043737925414
426944.08641026,3377401.60905070,7617,7935,3968,807.712168883427
414582.82726800,3377402.15342019,7620,7557,3810,700.442983092413
403604.31721931,3377419.57011200,7621,7273,3811,856.419547411283
403604.31721931,3377419.57011200,7621,7268,3812,864.564580522856
403604.31721931,3377419.57011200,7621,7388,3813,1031.98034936945
403604.31721931,3377419.57011200,7621,7627,3814,6.02736822806869
403599.29025108,3377422.89558313,7627,7621,3814,6.02736822806869
403599.29025108,3377422.89558313,7627,8034,4018,1188.76000161219
403599.29025108,3377422.89558313,7627,8256,4213,1316.97121894796
415007.14627765,3377423.51641721,7629,7557,3815,315.403571710094
415007.14627765,3377423.51641721,7629,7774,3888,572.440951405735
401418.94351920,3377426.47896582,7631,7409,3816,426.592914439449
401418.94351920,3377426.47896582,7631,7480,3817,594.151407067339
401418.94351920,3377426.47896582,7631,7727,3865,540.488861897075
401418.94351920,3377426.47896582,7631,8027,4014,696.239759297689
353508.80457706,3377429.29940671,7636,7482,3818,282.664995406195
353508.80457706,3377429.29940671,7636,7598,3819,136.790992157305
353508.80457706,3377429.29940671,7636,7639,3821,16.0646789551192
353508.80457706,3377429.29940671,7636,7694,3847,137.672181465926
353493.76498337,3377434.94604566,7639,7485,3820,283.92826284238
353493.76498337,3377434.94604566,7639,7636,3821,16.0646789551192
353493.76498337,3377434.94604566,7639,7699,3850,137.707318565636
402596.82639500,3377459.17102304,7643,6711,3822,2869.80956183277
402596.82639500,3377459.17102304,7643,7741,3871,304.338835407638
402596.82639500,3377459.17102304,7643,7871,3936,436.591711715275
420565.38938620,3377460.05311180,7646,6904,3823,3143.16959037143
420565.38938620,3377460.05311180,7646,7243,3824,2766.07732294276
420565.38938620,3377460.05311180,7646,7374,3825,3250.77112961607
420565.38938620,3377460.05311180,7646,7924,3963,637.701110547927
353014.33840613,3377471.46692451,7652,7582,3826,140.197639348224
353014.33840613,3377471.46692451,7652,7680,3840,59.2655559812431
353014.33840613,3377471.46692451,7652,7681,3841,59.0394086679294
353798.09339554,3377474.18634774,7654,7584,3827,133.583189098888
353798.09339554,3377474.18634774,7654,7604,3828,480.128744510463
353798.09339554,3377474.18634774,7654,7666,3834,126.312520105195
354462.58401617,3377482.37913783,7658,7589,3829,115.789851620253
354462.58401617,3377482.37913783,7658,7672,3837,118.668850364717
354462.58401617,3377482.37913783,7658,7782,3891,300.221383141044
406685.09344701,3377498.12241115,7659,7215,3830,1032.40328749891
406685.09344701,3377498.12241115,7659,7703,3852,894.897483596295
406685.09344701,3377498.12241115,7659,7731,3866,459.04292202294
402786.40223126,3377507.94024888,7662,7588,3831,281.502075575252
402786.40223126,3377507.94024888,7662,7738,3870,218.503173166898
402786.40223126,3377507.94024888,7662,7871,3937,407.879010435991
353056.02711511,3377319.29322789,7663,7664,3832,227.512879339553
353056.02711511,3377319.29322789,7663,7574,23584,25.8835087161729
353178.20616701,3377511.12413509,7664,7663,3832,227.512879339553
353178.20616701,3377511.12413509,7664,7601,3846,286.794351217263
353178.20616701,3377511.12413509,7664,7722,3861,160.988263099972
353678.67225228,3377515.33171240,7666,7598,3833,133.302140893688
353678.67225228,3377515.33171240,7666,7654,3834,126.312520105195
353678.67225228,3377515.33171240,7666,7694,3848,117.295113163623
353678.67225228,3377515.33171240,7666,7746,3873,201.996237499022
353172.93518202,3377519.46555137,7669,7670,3835,234.748583817035
353172.93518202,3377519.46555137,7669,7680,3860,280.288178560439
353172.93518202,3377519.46555137,7669,7733,3868,183.386343914489
353045.38054506,3377322.61937195,7670,7669,3835,234.748583817035
353045.38054506,3377322.61937195,7670,7575,23585,25.5860421571958
354350.07304125,3377520.10945151,7672,7604,3836,155.201889437124
354350.07304125,3377520.10945151,7672,7658,3837,118.668850364717
354350.07304125,3377520.10945151,7672,7746,3874,633.514246791902
354350.07304125,3377520.10945151,7672,7780,3890,265.230668978265
391581.37655943,3377155.49138717,7675,7676,3838,512.468389359124
391929.46373224,3377523.55149113,7676,7675,3838,512.468389359124
391929.46373224,3377523.55149113,7676,7490,3839,505.024643915872
391929.46373224,3377523.55149113,7676,7880,3940,538.478424720231
391929.46373224,3377523.55149113,7676,7888,3945,367.647402502689
353042.44771252,3377523.64233079,7680,7652,3840,59.2655559812431
353042.44771252,3377523.64233079,7680,7669,3860,280.288178560439
353034.82277786,3377526.83877919,7681,7652,3841,59.0394086679294
353034.82277786,3377526.83877919,7681,7733,3867,323.608433814216
431577.69907749,3377529.41080728,7683,7684,3842,492.228556198941
431577.69907749,3377529.41080728,7683,47179,23590,512.37574624939
431979.16399562,3377245.98118157,7684,7683,3842,492.228556198941
431979.16399562,3377245.98118157,7684,7193,25758,2325.89008683671
392497.65685966,3377532.23427499,7686,7490,3843,415.342537764402
392497.65685966,3377532.23427499,7686,7904,3953,419.252363901784
392497.65685966,3377532.23427499,7686,8164,4082,698.434678142534
400289.05750515,3377541.13831986,7688,7450,3844,459.58726738626
400289.05750515,3377541.13831986,7688,7568,3845,568.538383084462
400289.05750515,3377541.13831986,7688,7909,3955,407.501373839113
353567.82292513,3377553.67972726,7694,7636,3847,137.672181465926
353567.82292513,3377553.67972726,7694,7666,3848,117.295113163623
353567.82292513,3377553.67972726,7694,7699,3851,13.979454272804
353567.82292513,3377553.67972726,7694,7944,3972,469.93306072828
431994.28372560,3377255.00709357,7697,7698,3849,499.594443788848
431994.28372560,3377255.00709357,7697,7200,25759,2317.25474089091
431594.40737003,3377554.49583879,7698,7697,3849,499.594443788848
431594.40737003,3377554.49583879,7698,47182,23591,511.977451338492
353554.68145868,3377558.44701174,7699,7639,3850,137.707318565636
353554.68145868,3377558.44701174,7699,7694,3851,13.979454272804
353554.68145868,3377558.44701174,7699,7947,3974,470.68089622943
405792.98102995,3377565.42536907,7703,7659,3852,894.897483596295
426184.81707194,3377456.96644991,7705,7706,3853,181.149815416345
426047.16247361,3377572.62349640,7706,7705,3853,181.149815416345
367384.06391070,3377574.22592452,7708,7506,3854,1861.20636586311
367384.06391070,3377574.22592452,7708,7238,3855,1547.18653691325
367384.06391070,3377574.22592452,7708,8902,4452,1525.4959678097
425107.37660109,3377581.09340783,7712,7358,3856,1248.38052802173
425107.37660109,3377581.09340783,7712,7713,3857,637.97797388334
425107.37660109,3377581.09340783,7712,7946,3973,492.632806184505
425475.11903526,3377059.77204430,7713,7712,3857,637.97797388334
422795.41878056,3377581.98195318,7716,7545,3858,513.473040625848
422795.41878056,3377581.98195318,7716,7377,3859,849.358735406056
422795.41878056,3377581.98195318,7716,7900,3950,513.687872355182
422795.41878056,3377581.98195318,7716,8019,4010,628.782562201441
353274.97436984,3377639.75777171,7722,7664,3861,160.988263099972
353274.97436984,3377639.75777171,7722,7594,3862,290.708867205474
353274.97436984,3377639.75777171,7722,10850,5425,4263.51932875171
423405.38655230,3377658.56233120,7725,7537,3863,542.205040697053
423405.38655230,3377658.56233120,7725,7900,3951,342.765471353365
423405.38655230,3377658.56233120,7725,8060,4030,681.5908383213
400934.22722736,3377665.59886516,7727,7568,3864,412.38193744894
400934.22722736,3377665.59886516,7727,7631,3865,540.488861897075
400934.22722736,3377665.59886516,7727,7813,3907,325.460715459239
400934.22722736,3377665.59886516,7727,7959,3980,349.407746289505
407088.64513205,3377665.90888088,7731,7659,3866,459.04292202294
407088.64513205,3377665.90888088,7731,7749,3875,567.211571498474
407088.64513205,3377665.90888088,7731,9201,4601,1965.20334796765
353282.06931874,3377666.84360718,7733,7681,3867,323.608433814216
353282.06931874,3377666.84360718,7733,7669,3868,183.386343914489
353282.06931874,3377666.84360718,7733,10853,5427,4244.38537417766
402799.30094600,3377672.76815202,7738,7588,3869,387.750463253785
402799.30094600,3377672.76815202,7738,7662,3870,218.503173166898
402799.30094600,3377672.76815202,7738,7829,23588,27.6330620025872
402793.82430099,3377691.14936637,7741,7643,3871,304.338835407638
402793.82430099,3377691.14936637,7741,7870,23589,23.404164281106
393620.54717923,3377704.03055842,7743,7744,3872,1641.83142572933
393620.54717923,3377704.03055842,7743,8217,4109,561.199771373204
393620.54717923,3377704.03055842,7743,8458,4230,1013.3587053016
393161.21190513,3376129.90291933,7744,7743,3872,1641.83142572933
393161.21190513,3376129.90291933,7744,7057,23566,62.2058119185037
353747.35926705,3377704.82111779,7746,7666,3873,201.996237499022
353747.35926705,3377704.82111779,7746,7672,3874,633.514246791902
353747.35926705,3377704.82111779,7746,8154,4077,567.42747414578
407654.05705274,3377710.48886206,7749,7731,3875,567.211571498474
407654.05705274,3377710.48886206,7749,7763,3882,433.810835665147
407654.05705274,3377710.48886206,7749,9380,4690,1824.57218153712
425359.42231945,3377716.99932643,7752,7560,3876,574.092680314938
425359.42231945,3377716.99932643,7752,8224,4112,721.908363635225
425359.42231945,3377716.99932643,7752,8228,4114,551.663041647719
408081.70298024,3377726.70866570,7754,7212,3877,2463.43253476567
408081.70298024,3377726.70866570,7754,7077,3878,1628.31648380191
408081.70298024,3377726.70866570,7754,7758,3879,18.8528675163035
408081.70298024,3377726.70866570,7754,7763,3883,17.0046249626892
408100.54309288,3377727.40204106,7758,7754,3879,18.8528675163035
408100.54309288,3377727.40204106,7758,7262,3880,1161.67938675541
408100.54309288,3377727.40204106,7758,7767,3885,20.1138550274724
408100.54309288,3377727.40204106,7758,7818,3909,1137.83116627884
426152.42166698,3377688.15113829,7761,7520,3881,779.118197516754
408086.48539414,3377743.02693116,7763,7749,3882,433.810835665147
408086.48539414,3377743.02693116,7763,7754,3883,17.0046249626892
408086.48539414,3377743.02693116,7763,7767,3884,20.2279827929672
408086.48539414,3377743.02693116,7763,9241,4621,1697.52030150453
408106.38656237,3377746.64836612,7767,7763,3884,20.2279827929672
408106.38656237,3377746.64836612,7767,7758,3885,20.1138550274724
408106.38656237,3377746.64836612,7767,7789,3895,716.961946157611
408106.38656237,3377746.64836612,7767,9244,4622,1693.16956404504
399660.82995556,3377755.46047174,7771,7524,3886,581.134337002534
399660.82995556,3377755.46047174,7771,7827,3930,623.790069224835
399660.82995556,3377755.46047174,7771,8323,4196,1236.75384235674
414555.60093694,3377757.59988620,7774,5916,3887,4097.3552477322
414555.60093694,3377757.59988620,7774,7629,3888,572.440951405735
414555.60093694,3377757.59988620,7774,7785,3894,37.1524633662792
414555.60093694,3377757.59988620,7774,9081,4542,1538.93413891872
426890.78762066,3377760.47184336,7777,7778,3889,312.167216687768
426890.78762066,3377760.47184336,7777,7891,3946,186.165190753947
426890.78762066,3377760.47184336,7777,8072,4036,488.525209775234
426734.84171737,3377508.85237882,7778,7777,3889,312.167216687768
426734.84171737,3377508.85237882,7778,8182,4091,966.391762765154
354432.78962703,3377761.74886602,7780,7672,3890,265.230668978265
354432.78962703,3377761.74886602,7780,7794,3897,49.3646188217138
354432.78962703,3377761.74886602,7780,7798,3899,47.643799239143
354571.74096275,3377762.05330522,7782,7658,3891,300.221383141044
354571.74096275,3377762.05330522,7782,7784,3892,657.597899813238
354571.74096275,3377762.05330522,7782,7794,3898,125.8501054755
355187.64190303,3377531.61669875,7784,7782,3892,657.597899813238
414530.41270443,3377784.91029588,7785,5889,3893,4170.71114531582
414530.41270443,3377784.91029588,7785,7774,3894,37.1524633662792
414530.41270443,3377784.91029588,7785,8653,4328,1697.35287708579
414530.41270443,3377784.91029588,7785,9069,4536,1504.41519854414
408821.30161570,3377800.59372902,7789,7767,3895,716.961946157611
408821.30161570,3377800.59372902,7789,7831,3916,355.26609492989
408821.30161570,3377800.59372902,7789,8010,4005,286.775669396552
435505.40058924,3377779.37869962,7791,7792,3896,6762.16807997779
435505.40058924,3377779.37869962,7791,7867,3934,304.236608716276
435505.40058924,3377779.37869962,7791,8961,4481,2816.59935845495
437092.73597310,3372653.25157473,7792,7791,3896,6762.16807997779
354453.94659551,3377806.34985565,7794,7780,3897,49.3646188217138
354453.94659551,3377806.34985565,7794,7782,3898,125.8501054755
354453.94659551,3377806.34985565,7794,7878,3939,63.8667197657809
354427.25528555,3377809.07013682,7798,7780,3899,47.643799239143
354427.25528555,3377809.07013682,7798,7882,3941,74.359399002823
354427.25528555,3377809.07013682,7798,7919,3960,449.434615696992
410487.62875276,3377810.37550019,7799,7392,3900,794.033686631566
410487.62875276,3377810.37550019,7799,7802,3901,23.3258937329551
410487.62875276,3377810.37550019,7799,7815,3908,566.723851282407
410487.62875276,3377810.37550019,7799,7835,3919,18.6083247545867
410510.94790518,3377810.93625764,7802,7799,3901,23.3258937329551
410510.94790518,3377810.93625764,7802,7396,3902,793.881421451662
410510.94790518,3377810.93625764,7802,7806,3903,23.5851551427336
410510.94790518,3377810.93625764,7802,7847,3925,19.2341752686934
410534.52617760,3377811.50600581,7806,7802,3903,23.5851551427336
410534.52617760,3377811.50600581,7806,7400,3904,793.689410563013
410534.52617760,3377811.50600581,7806,7810,3905,18.102214143111
410534.52617760,3377811.50600581,7806,7846,3923,18.4656321103337
410552.60903596,3377812.34289913,7810,7806,3905,18.102214143111
410552.60903596,3377812.34289913,7810,7608,3906,423.097538910035
410552.60903596,3377812.34289913,7810,7853,3928,18.1366018073122
400644.60465508,3377814.06920877,7813,7727,3907,325.460715459239
400644.60465508,3377814.06920877,7813,7909,3956,277.143915936541
400644.60465508,3377814.06920877,7813,8098,4049,342.057411120636
409921.06497873,3377814.83380052,7815,7799,3908,566.723851282407
409921.06497873,3377814.83380052,7815,7824,23592,126.422164485813
409234.62207954,3377817.56705401,7818,7758,3909,1137.83116627884
409234.62207954,3377817.56705401,7818,7819,3910,470.550413652646
409234.62207954,3377817.56705401,7818,7821,3913,270.28907806904
409234.62207954,3377817.56705401,7818,7861,3932,15.2736744621201
409161.82772711,3377353.43630581,7819,7818,3910,470.550413652646
409161.82772711,3377353.43630581,7819,7464,23586,232.62977670426
409504.74523518,3377818.71798939,7821,7822,3911,1174.46784738395
409504.74523518,3377818.71798939,7821,7824,3912,289.987203417696
409504.74523518,3377818.71798939,7821,7818,3913,270.28907806904
409504.74523518,3377818.71798939,7821,7841,3921,11.0079933057712
410066.16822171,3376791.50189472,7822,7821,3911,1174.46784738395
410066.16822171,3376791.50189472,7822,7311,23574,98.1231807459598
409794.64946808,3377816.13085082,7824,7821,3912,289.987203417696
409794.64946808,3377816.13085082,7824,7815,23592,126.422164485813
399067.65802453,3377820.83994818,7827,7828,3914,73.8402597077855
399067.65802453,3377820.83994818,7827,7771,3930,623.790069224835
399067.65802453,3377820.83994818,7827,7979,3991,236.832147341314
399069.03759709,3377747.58678175,7828,7827,3914,73.8402597077855
402817.27830235,3377693.75387988,7829,7830,3915,171.929873629456
402817.27830235,3377693.75387988,7829,7738,23588,27.6330620025872
402926.85980873,3377826.23699166,7830,7829,3915,171.929873629456
402926.85980873,3377826.23699166,7830,8743,23594,59.2702414804401
409175.51774950,3377827.58353306,7831,7789,3916,355.26609492989
409175.51774950,3377827.58353306,7831,7843,3922,40.0876025405638
409175.51774950,3377827.58353306,7831,7967,3984,171.262135520031
402120.25506175,3377828.95965966,7834,7480,3917,841.118712044806
402120.25506175,3377828.95965966,7834,7895,3948,147.257702326757
402120.25506175,3377828.95965966,7834,8206,4103,467.670393959805
410487.67716422,3377828.98376197,7835,7836,3918,567.027257666044
410487.67716422,3377828.98376197,7835,7799,3919,18.6083247545867
410487.67716422,3377828.98376197,7835,7847,3924,22.9997873372062
410487.67716422,3377828.98376197,7835,8385,4193,548.629416470125
409920.72986028,3377825.28804866,7836,7835,3918,567.027257666044
409920.72986028,3377825.28804866,7836,7839,23593,125.54127571596
409795.20116626,3377827.06537421,7839,7840,3920,46.7828077794907
409795.20116626,3377827.06537421,7839,7836,23593,125.54127571596
409748.47637788,3377829.39459191,7840,7839,3920,46.7828077794907
409748.47637788,3377829.39459191,7840,7841,3929,244.681908428507
409748.47637788,3377829.39459191,7840,8085,4043,307.80965112792
409503.81996723,3377829.68702745,7841,7821,3921,11.0079933057712
409503.81996723,3377829.68702745,7841,7840,3929,244.681908428507
409503.81996723,3377829.68702745,7841,7861,3933,263.447450405438
409215.54512487,3377829.77457212,7843,7831,3922,40.0876025405638
409215.54512487,3377829.77457212,7843,7861,3931,24.9311574115683
409215.54512487,3377829.77457212,7843,8031,4016,246.087897681604
410534.42941053,3377829.97138437,7846,7806,3923,18.4656321103337
410534.42941053,3377829.97138437,7846,7847,3926,23.7837837846115
410534.42941053,3377829.97138437,7846,7853,3927,17.9049464408189
410534.42941053,3377829.97138437,7846,7930,3965,140.027782505106
410510.64644003,3377830.16807027,7847,7835,3924,22.9997873372062
410510.64644003,3377830.16807027,7847,7802,3925,19.2341752686934
410510.64644003,3377830.16807027,7847,7846,3926,23.7837837846115
410510.64644003,3377830.16807027,7847,7931,3966,139.944233471328
410552.32720775,3377830.47731111,7853,7846,3927,17.9049464408189
410552.32720775,3377830.47731111,7853,7810,3928,18.1366018073122
410552.32720775,3377830.47731111,7853,7954,3978,160.02630526899
409240.40142547,3377831.70509816,7861,7843,3931,24.9311574115683
409240.40142547,3377831.70509816,7861,7818,3932,15.2736744621201
409240.40142547,3377831.70509816,7861,7841,3933,263.447450405438
409240.40142547,3377831.70509816,7861,8376,4188,542.384244702565
435237.50469318,3377835.28311553,7867,7791,3934,304.236608716276
402913.53006308,3377836.63094371,7869,7870,3935,164.998476624018
402913.53006308,3377836.63094371,7869,8758,23596,60.2055843837789
402808.97170554,3377708.99063990,7870,7869,3935,164.998476624018
402808.97170554,3377708.99063990,7870,7741,23589,23.404164281106
402710.50976191,3377851.99856840,7871,7643,3936,436.591711715275
402710.50976191,3377851.99856840,7871,7662,3937,407.879010435991
402710.50976191,3377851.99856840,7871,7875,3938,221.746465218593
402710.50976191,3377851.99856840,7871,7893,3947,59.3222498523614
402905.04511053,3377841.61704900,7875,7871,3938,221.746465218593
402905.04511053,3377841.61704900,7875,8758,23595,62.519413565151
354487.03302118,3377860.97811144,7878,7794,3939,63.8667197657809
354487.03302118,3377860.97811144,7878,7882,3942,89.1416453663812
354487.03302118,3377860.97811144,7878,9620,4810,2595.32642192463
392339.12977316,3377872.52129812,7880,7676,3940,538.478424720231
354399.54606838,3377878.07390124,7882,7798,3941,74.359399002823
354399.54606838,3377878.07390124,7882,7878,3942,89.1416453663812
354399.54606838,3377878.07390124,7882,8154,4078,447.279734420431
362061.36125927,3377098.64396514,7885,7886,3943,930.585850762897
362564.16826185,3377879.70486779,7886,7885,3943,930.585850762897
362564.16826185,3377879.70486779,7886,7938,3969,106.188277913547
362564.16826185,3377879.70486779,7886,7970,3986,139.767134919021
390904.34575288,3377700.92769711,7887,7888,3944,1024.4298895127
390904.34575288,3377700.92769711,7887,7951,3976,2470.1568968538
390904.34575288,3377700.92769711,7887,8690,4346,1148.62010703196
391902.45518892,3377885.90858942,7888,7887,3944,1024.4298895127
391902.45518892,3377885.90858942,7888,7676,3945,367.647402502689
391902.45518892,3377885.90858942,7888,7904,3952,462.42829110505
427018.10423663,3377896.29510185,7891,7777,3946,186.165190753947
427018.10423663,3377896.29510185,7891,7908,3954,36.2449249977232
427018.10423663,3377896.29510185,7891,7915,3958,101.583688481079
402678.52908433,3377901.96221107,7893,7871,3947,59.3222498523614
402678.52908433,3377901.96221107,7893,8034,4017,187.58719903659
401994.86994561,3377906.18273618,7895,7834,3948,147.257702326757
401994.86994561,3377906.18273618,7895,8027,4015,336.633583468463
401994.86994561,3377906.18273618,7895,8081,4042,347.620975500917
348621.34574977,3377915.63045677,7897,5450,3949,5714.57673132828
348621.34574977,3377915.63045677,7897,8158,4080,674.162654752713
348621.34574977,3377915.63045677,7897,8380,4190,669.302615306974
423182.83969116,3377919.25575832,7900,7716,3950,513.687872355182
423182.83969116,3377919.25575832,7900,7725,3951,342.765471353365
423182.83969116,3377919.25575832,7900,8402,4202,654.471644358616
392362.47137904,3377929.09373433,7904,7888,3952,462.42829110505
392362.47137904,3377929.09373433,7904,7686,3953,419.252363901784
392362.47137904,3377929.09373433,7904,8254,4127,322.83636281815
427012.01131471,3377931.72323667,7908,7891,3954,36.2449249977232
427012.01131471,3377931.72323667,7908,7914,3957,14.7883216847549
427012.01131471,3377931.72323667,7908,8072,4037,288.995742217146
400395.04960363,3377934.61391598,7909,7688,3955,407.501373839113
400395.04960363,3377934.61391598,7909,7813,3956,277.143915936541
400395.04960363,3377934.61391598,7909,8287,4144,352.460537373356
427020.33484821,3377943.94670787,7914,7908,3957,14.7883216847549
427020.33484821,3377943.94670787,7914,7915,3959,47.0235730051484
427020.33484821,3377943.94670787,7914,8005,4003,103.984638169729
427065.77212658,3377944.10577312,7915,7891,3958,101.583688481079
427065.77212658,3377944.10577312,7915,7914,3959,47.0235730051484
427065.77212658,3377944.10577312,7915,8150,4075,267.462707689794
354003.29710824,3377957.27660429,7919,7798,3960,449.434615696992
420208.26042727,3377961.52102159,7921,7533,3961,2963.73360302685
420208.26042727,3377961.52102159,7921,7924,3962,2.75278480654879
420210.97872894,3377961.95537190,7924,7921,3962,2.75278480654879
420210.97872894,3377961.95537190,7924,7646,3963,637.701110547927
420210.97872894,3377961.95537190,7924,8238,4119,1466.02069830109
420210.97872894,3377961.95537190,7924,8650,4325,938.751717730552
395267.09085976,3377967.96490355,7927,6877,3964,2472.7321920747
395267.09085976,3377967.96490355,7927,6715,3989,4827.05749624363
395267.09085976,3377967.96490355,7927,7995,3998,56.7191185881587
410531.38473188,3377969.96606214,7930,7846,3965,140.027782505106
410531.38473188,3377969.96606214,7930,7931,3967,23.1695570733725
410531.38473188,3377969.96606214,7930,7954,3977,28.3433897595313
410531.38473188,3377969.96606214,7930,8414,4207,428.101986080316
410508.21551268,3377970.09118871,7931,7847,3966,139.944233471328
410508.21551268,3377970.09118871,7931,7930,3967,23.1695570733725
410508.21551268,3377970.09118871,7931,8373,4187,395.953972897342
427516.10793869,3377971.83366985,7935,7617,3968,807.712168883427
427516.10793869,3377971.83366985,7935,8250,4126,372.700681492766
362517.13367715,3377974.72595767,7938,7886,3969,106.188277913547
362517.13367715,3377974.72595767,7938,7970,3985,121.281945913904
362517.13367715,3377974.72595767,7938,7993,3997,264.720194929434
362517.13367715,3377974.72595767,7938,8088,4044,186.260859133065
