XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
355276.48641334,3346436.96123073,236,219,118,1386.52607711828
355276.48641334,3346436.96123073,236,213,119,1004.61878075595
355276.48641334,3346436.96123073,236,239,120,114.364772767998
355165.89851149,3346423.88064215,239,236,120,114.364772767998
355165.89851149,3346423.88064215,239,243,124,1273.11878165393
355165.89851149,3346423.88064215,239,265,133,1356.26629376518
362188.44323729,3346468.39588923,242,221,121,417.703308611421
354074.62256689,3346476.52125528,243,223,122,268.998043852736
354074.62256689,3346476.52125528,243,239,124,1273.11878165393
354074.62256689,3346476.52125528,243,281,141,1455.34210121028
354074.62256689,3346476.52125528,243,293,147,2828.17652084632
330105.73628136,3346510.88438091,245,246,123,270.690715401249
329972.06903267,3346293.51134434,246,245,123,270.690715401249
362450.93497041,3346567.83739191,250,225,125,380.840052773049
330168.77432665,3346630.62214661,251,252,126,45.7684020231585
330168.77432665,3346630.62214661,251,254,127,21.975098223562
330168.77432665,3346630.62214661,251,289,145,1768.28653356159
330152.97190518,3346587.66833305,252,251,126,45.7684020231585
330165.98659021,3346608.82459015,254,251,127,21.975098223562
362733.77972659,3346677.50464727,255,227,128,346.612607051118
330206.32695092,3346682.81114779,257,258,129,4.43837501507146
330206.32695092,3346682.81114779,257,262,23383,53.9585062810523
330209.80181766,3346680.04990279,258,257,129,4.43837501507146
363360.29726647,3346690.62449592,259,227,130,584.140579397862
363360.29726647,3346690.62449592,259,263,132,359.866040044757
363360.29726647,3346690.62449592,259,387,194,3716.44863581828
330008.89943694,3346858.39323558,261,262,131,212.04371797026
330163.63730935,3346715.81288870,262,261,131,212.04371797026
330163.63730935,3346715.81288870,262,257,23383,53.9585062810523
363169.36931710,3346995.66561598,263,259,132,359.866040044757
355359.83311613,3347337.34023549,265,239,133,1356.26629376518
355359.83311613,3347337.34023549,265,213,134,1739.07603987807
355359.83311613,3347337.34023549,265,275,139,416.076951052418
413988.94153412,3347339.12200228,269,270,135,2516.00668828223
413988.94153412,3347339.12200228,269,271,136,422.033265224085
413988.94153412,3347339.12200228,269,487,244,4082.08579837576
413988.94153412,3347339.12200228,269,522,261,6117.73555758958
412583.76002106,3345374.77008473,270,269,135,2516.00668828223
414337.53976499,3347107.17664328,271,269,136,422.033265224085
322778.93639434,3347559.65304318,273,175,137,4477.08842820676
322778.93639434,3347559.65304318,273,483,242,4737.69766202917
355337.36280549,3347725.34856994,275,276,138,500.564329272586
355337.36280549,3347725.34856994,275,265,139,416.076951052418
355337.36280549,3347725.34856994,275,333,168,951.734856933165
354875.16176288,3347628.94488086,276,275,138,500.564329272586
354875.16176288,3347628.94488086,276,280,140,693.926140757227
354875.16176288,3347628.94488086,276,333,167,1013.55556718599
354248.58234770,3347728.70556183,280,276,140,693.926140757227
354248.58234770,3347728.70556183,280,281,142,205.063871940476
354248.58234770,3347728.70556183,280,350,175,1104.90542438627
354069.82996623,3347754.46734247,281,243,141,1455.34210121028
354069.82996623,3347754.46734247,281,280,142,205.063871940476
354069.82996623,3347754.46734247,281,293,148,653.747419990641
368716.16857112,3347926.29745702,285,161,143,8198.98463231848
368716.16857112,3347926.29745702,285,299,150,326.939970336322
368716.16857112,3347926.29745702,285,301,151,274.031955291392
330178.76665717,3346629.59954906,287,288,144,1758.63691810882
331217.81152748,3347946.92744959,288,287,144,1758.63691810882
331217.81152748,3347946.92744959,288,305,23384,9.55214440565217
331213.02517133,3347956.10328099,289,251,145,1768.28653356159
331213.02517133,3347956.10328099,289,310,23385,10.3358403981156
357102.04640255,3347975.60852856,292,216,146,2261.71118841442
357102.04640255,3347975.60852856,292,386,193,1108.51614764562
357102.04640255,3347975.60852856,292,386,199,2881.75674975643
353512.34631979,3348040.07898148,293,243,147,2828.17652084632
353512.34631979,3348040.07898148,293,281,148,653.747419990641
353512.34631979,3348040.07898148,293,317,159,195.030129062902
369046.79003789,3348096.38097979,297,298,149,73.4306913905059
369104.31115733,3348142.02511694,298,297,149,73.4306913905059
369104.31115733,3348142.02511694,298,308,154,72.9435576174258
369104.31115733,3348142.02511694,298,311,156,58.6328252847642
368957.41449393,3348146.83244367,299,285,150,326.939970336322
368957.41449393,3348146.83244367,299,301,152,291.034738213526
368957.41449393,3348146.83244367,299,319,160,117.316020186905
368804.41639886,3348170.82443986,301,285,151,274.031955291392
368804.41639886,3348170.82443986,301,299,152,291.034738213526
368804.41639886,3348170.82443986,301,326,163,231.82936420571
331225.39885710,3347952.73054289,305,306,153,411.794202109944
331225.39885710,3347952.73054289,305,288,23384,9.55214440565217
331565.95954972,3348184.23190258,306,305,153,411.794202109944
331565.95954972,3348184.23190258,306,375,23386,8.46559943060733
369161.45286090,3348187.36371319,308,298,154,72.9435576174258
369161.45286090,3348187.36371319,308,311,157,59.467395690377
369161.45286090,3348187.36371319,308,321,161,113.701786018046
331560.75546934,3348191.91733814,309,310,155,409.832458843929
331560.75546934,3348191.91733814,309,380,23387,7.78585123443815
331221.20751362,3347962.41825299,310,309,155,409.832458843929
331221.20751362,3347962.41825299,310,289,23385,10.3358403981156
369103.99171266,3348197.34001252,311,298,156,58.6328252847642
369103.99171266,3348197.34001252,311,308,157,59.467395690377
369103.99171266,3348197.34001252,311,326,164,166.634235296848
369049.74487371,3348220.20252538,316,158,158,8643.2062134112
369049.74487371,3348220.20252538,316,329,23388,41.8159956355511
353521.31389208,3348220.32569738,317,293,159,195.030129062902
353521.31389208,3348220.32569738,317,364,182,769.864055165445
353521.31389208,3348220.32569738,317,433,217,2196.616515136
369042.03552707,3348228.08716257,319,299,160,117.316020186905
369042.03552707,3348228.08716257,319,464,23389,42.0755774631342
369249.17728852,3348259.53797172,321,308,161,113.701786018046
369249.17728852,3348259.53797172,321,323,162,77.9744365791924
369311.73983357,3348306.07611179,323,321,162,77.9744365791924
369311.73983357,3348306.07611179,323,330,166,299.707345245298
369311.73983357,3348306.07611179,323,340,171,286.518489230282
368985.95778226,3348314.96211778,326,301,163,231.82936420571
368985.95778226,3348314.96211778,326,311,164,166.634235296848
368985.95778226,3348314.96211778,326,338,169,240.312572969793
368985.95778226,3348314.96211778,326,362,181,825.222770488076
369079.98735816,3348249.08105763,329,330,165,123.109905015487
369079.98735816,3348249.08105763,329,316,23388,41.8159956355511
369167.41388536,3348335.75660814,330,329,165,123.109905015487
369167.41388536,3348335.75660814,330,323,166,299.707345245298
369167.41388536,3348335.75660814,330,340,170,316.752977132259
354953.80414532,3348429.89724732,333,276,167,1013.55556718599
354953.80414532,3348429.89724732,333,275,168,951.734856933165
354953.80414532,3348429.89724732,333,359,180,541.206554276655
368815.39303275,3348484.24826297,338,326,169,240.312572969793
368815.39303275,3348484.24826297,338,344,172,135.47277264542
368815.39303275,3348484.24826297,338,346,174,166.714939342764
369391.19216348,3348559.93450795,340,330,170,316.752977132259
369391.19216348,3348559.93450795,340,323,171,286.518489230282
369391.19216348,3348559.93450795,340,462,231,3423.79898038619
368913.00073018,3348578.19297826,344,338,172,135.47277264542
368913.00073018,3348578.19297826,344,352,177,154.566934048006
368913.00073018,3348578.19297826,344,356,179,323.813389177582
368364.66989158,3348326.71251266,345,346,173,431.391262474002
368697.06483206,3348601.68891999,346,345,173,431.391262474002
368697.06483206,3348601.68891999,346,338,174,166.714939342764
368697.06483206,3348601.68891999,346,352,176,153.015575413699
368697.06483206,3348601.68891999,346,368,184,386.711169629923
354023.74426068,3348668.81971813,350,280,175,1104.90542438627
354023.74426068,3348668.81971813,350,364,183,253.874997559838
354023.74426068,3348668.81971813,350,359,191,1086.32864033594
368815.71910932,3348698.30635530,352,346,176,153.015575413699
368815.71910932,3348698.30635530,352,344,177,154.566934048006
368815.71910932,3348698.30635530,352,356,178,55.2042135808502
368858.39880096,3348733.31991152,356,352,178,55.2042135808502
368858.39880096,3348733.31991152,356,344,179,323.813389177582
368858.39880096,3348733.31991152,356,404,202,667.127012375626
354959.28811505,3348843.34318011,359,333,180,541.206554276655
354959.28811505,3348843.34318011,359,370,185,956.385698030688
354959.28811505,3348843.34318011,359,350,191,1086.32864033594
354959.28811505,3348843.34318011,359,445,223,1252.23215052627
369606.00762748,3348859.50854406,362,326,181,825.222770488076
369606.00762748,3348859.50854406,362,394,197,359.558385890404
369606.00762748,3348859.50854406,362,404,203,390.066455207604
353888.52969961,3348872.30902958,364,317,182,769.864055165445
353888.52969961,3348872.30902958,364,350,183,253.874997559838
353888.52969961,3348872.30902958,364,428,214,1073.99744524766
353888.52969961,3348872.30902958,364,438,219,1435.37294326532
368426.64296091,3348878.12614671,368,346,184,386.711169629923
368426.64296091,3348878.12614671,368,372,186,60.8782548727384
368426.64296091,3348878.12614671,368,418,209,921.872149454605
355806.11740929,3348911.37898740,370,359,185,956.385698030688
368385.53044888,3348923.02518090,372,368,186,60.8782548727384
368385.53044888,3348923.02518090,372,409,23390,41.6476722033882
366258.38378790,3348925.21676286,373,374,187,144.083490783863
366258.38378790,3348925.21676286,373,383,192,95.6307335562437
366258.38378790,3348925.21676286,373,389,196,120.716485271725
366245.12445292,3348807.20676175,374,373,187,144.083490783863
331572.95313896,3348189.00223624,375,376,188,1918.11967699836
331572.95313896,3348189.00223624,375,306,23386,8.46559943060733
333306.84081978,3348939.94409172,376,375,188,1918.11967699836
339513.58213113,3346578.34559820,377,378,189,3315.71811061089
341672.51207246,3348942.48175753,378,377,189,3315.71811061089
341672.51207246,3348942.48175753,378,514,257,3818.59096882324
333336.65490482,3348957.49708106,379,380,190,1955.72644511538
331567.18498507,3348196.30832971,380,379,190,1955.72644511538
331567.18498507,3348196.30832971,380,309,23387,7.78585123443815
366337.49768980,3348978.94038640,383,373,192,95.6307335562437
357164.47791429,3348989.76747188,386,292,193,1108.51614764562
357164.47791429,3348989.76747188,386,292,199,2881.75674975643
357164.47791429,3348989.76747188,386,479,241,1827.72212585634
366185.16597587,3349011.31945072,387,259,194,3716.44863581828
366185.16597587,3349011.31945072,387,389,195,33.6867734880073
366185.16597587,3349011.31945072,387,416,208,788.411887014664
366208.83082408,3349035.29388851,389,387,195,33.6867734880073
366208.83082408,3349035.29388851,389,373,196,120.716485271725
366208.83082408,3349035.29388851,389,395,198,131.213706399132
366208.83082408,3349035.29388851,389,399,200,126.221436255467
369883.95366412,3349087.60552689,394,362,197,359.558385890404
369883.95366412,3349087.60552689,394,412,207,412.854953065131
369883.95366412,3349087.60552689,394,498,249,3714.95421058165
366329.02549835,3349087.92730968,395,389,198,131.213706399132
366329.02549835,3349087.92730968,395,399,201,99.0632150097365
366329.02549835,3349087.92730968,395,407,204,605.321847605095
366263.07090144,3349148.71231477,399,389,200,126.221436255467
366263.07090144,3349148.71231477,399,395,201,99.0632150097365
366263.07090144,3349148.71231477,399,475,238,1826.94550988023
369365.00902309,3349166.21933969,404,356,202,667.127012375626
369365.00902309,3349166.21933969,404,362,203,390.066455207604
369365.00902309,3349166.21933969,404,412,206,339.725379312294
369365.00902309,3349166.21933969,404,418,210,379.464884078104
366897.25693556,3349291.75546602,407,395,204,605.321847605095
366897.25693556,3349291.75546602,407,442,221,1192.78354145376
366897.25693556,3349291.75546602,407,450,225,955.500305041074
368357.41015301,3348953.74614378,409,410,205,480.524038154266
368357.41015301,3348953.74614378,409,372,23390,41.6476722033882
368036.81081935,3349311.55960704,410,409,205,480.524038154266
368036.81081935,3349311.55960704,410,443,23391,137.929239149996
369612.64152972,3349398.79508005,412,404,206,339.725379312294
369612.64152972,3349398.79508005,412,394,207,412.854953065131
369612.64152972,3349398.79508005,412,424,213,377.402045649045
365577.40202705,3349451.19507236,416,387,208,788.411887014664
369135.03992297,3349468.06004477,418,368,209,921.872149454605
369135.03992297,3349468.06004477,418,404,210,379.464884078104
369135.03992297,3349468.06004477,418,422,211,263.280913358379
369135.03992297,3349468.06004477,418,424,212,312.050889128642
368969.93369811,3349673.13752732,422,418,211,263.280913358379
368969.93369811,3349673.13752732,422,424,224,554.972116930219
368969.93369811,3349673.13752732,422,460,230,474.33301364153
369362.65224908,3349681.52757487,424,418,212,312.050889128642
369362.65224908,3349681.52757487,424,412,213,377.402045649045
369362.65224908,3349681.52757487,424,422,224,554.972116930219
369362.65224908,3349681.52757487,424,454,227,287.692011247368
353528.02680117,3349744.96962764,428,364,214,1073.99744524766
353528.02680117,3349744.96962764,428,433,218,381.354975476186
353528.02680117,3349744.96962764,428,438,220,1121.46756129422
353528.02680117,3349744.96962764,428,494,247,2518.41787513419
334138.15375202,3349361.67652737,429,430,215,665.199278573493
334680.97468880,3349746.16375074,430,429,215,665.199278573493
334680.97468880,3349746.16375074,430,465,23392,26.331589280636
