337342.52843332 3351955.27841056,337432.17542513 3352008.85340577
337342.09137702 3351967.92312471,337433.33059762 3352022.47216509
411526.06046323 3352028.30892220,413988.94153412 3347339.12200228
411526.06046323 3352028.30892220,414655.10437050 3351115.54342817
414655.10437050 3351115.54342817,415520.52887688 3352336.34113538
415520.52887688 3352336.34113538,416890.66943340 3346087.50592773
410486.96188603 3347548.89930472,410561.01408838 3352346.90350842
410561.01408838 3352346.90350842,411526.06046323 3352028.30892220
410434.72404911 3347560.01257825,410508.63435956 3352364.19583598
410508.63435956 3352364.19583598,410561.01408838 3352346.90350842
415520.52887688 3352336.34113538,415529.41291417 3352373.20717888
415529.41291417 3352373.20717888,416904.88320592 3346110.32478327
368736.26292406 3351487.64836079,369475.05152741 3352548.44273617
356617.04504792 3350626.44388005,356971.32298727 3352624.51373085
406731.29220604 3352792.81891191,408674.66550145 3348770.98862110
407243.84568833 3353279.92354721,410508.63435956 3352364.19583598
406731.29220604 3352792.81891191,406735.88584685 3353355.24899371
406735.88584685 3353355.24899371,407243.84568833 3353279.92354721
406083.73455129 3353491.65270003,406735.88584685 3353355.24899371
405497.12469849 3353638.43388074,406083.73455129 3353491.65270003
405497.12469849 3353638.43388074,406083.73455129 3353491.65270003
407243.84568833 3353279.92354721,407622.67836075 3353639.09954010
407622.67836075 3353639.09954010,408859.62389053 3353123.86512151
406673.67593850 3353833.99811171,406735.88584685 3353355.24899371
406673.67593850 3353833.99811171,407622.67836075 3353639.09954010
337453.41480284 3352021.54133883,338853.67199442 3353858.30780588
337453.72552901 3352034.66270383,338846.24404819 3353864.69219887
406083.73455129 3353491.65270003,406197.77941943 3353975.86137161
406197.77941943 3353975.86137161,406673.67593850 3353833.99811171
406197.77941943 3353975.86137161,406603.56375220 3354753.62890988
406603.56375220 3354753.62890988,406673.67593850 3353833.99811171
406603.56375220 3354753.62890988,406604.73895308 3354853.84198833
399963.58511123 3354447.38083847,400593.96127411 3354856.58307045
325932.97678374 3350684.27509995,335245.35884220 3354908.02714360
400593.96127411 3354856.58307045,403618.58592779 3354880.53542553
401347.18892102 3354839.63796858,401386.57192463 3355064.02577588
406603.86861270 3354921.76578010,406652.47120297 3355094.76477155
401290.19406287 3355119.48192647,401386.57192463 3355064.02577588
401148.07140452 3355215.41900282,401290.19406287 3355119.48192647
405497.12469849 3353638.43388074,405889.65549604 3355247.81396554
405889.65549604 3355247.81396554,406652.47120297 3355094.76477155
401041.27143408 3355279.10694441,401148.07140452 3355215.41900282
405466.05515902 3355333.02559986,405889.65549604 3355247.81396554
400288.43903420 3355341.27895994,400593.96127411 3354856.58307045
400288.43903420 3355341.27895994,400482.11434004 3355201.84608707
400123.29468694 3355395.62343377,400288.43903420 3355341.27895994
403618.58592779 3354880.53542553,405072.74789775 3355406.27547987
405072.74789775 3355406.27547987,405357.83809227 3355350.07872016
398321.88878985 3355481.30559521,398449.07677168 3355459.28341292
398223.43687847 3355586.38702461,398300.17029529 3355504.48630422
398557.86188382 3355790.59133472,399183.68695972 3355317.10919134
398557.86188382 3355790.59133472,398569.54134325 3355792.44443953
398569.54134325 3355792.44443953,398782.73239801 3355815.47862435
398205.19666471 3355605.85581988,398453.13406328 3355819.66203118
398453.13406328 3355819.66203118,398557.86188382 3355790.59133472
398569.54134325 3355792.44443953,398577.53716864 3355831.37204733
398577.53716864 3355831.37204733,398782.73239801 3355815.47862435
398077.65874880 3355753.17378681,398117.14968315 3355875.09760832
397989.92750518 3355835.63234008,398117.14968315 3355875.09760832
398782.73239801 3355815.47862435,399148.87040042 3355895.05571390
399148.87040042 3355895.05571390,400123.29468694 3355395.62343377
398117.14968315 3355875.09760832,398154.57880056 3355907.07790064
398154.57880056 3355907.07790064,398453.13406328 3355819.66203118
339031.76803755 3354051.14959198,340776.83587957 3355916.06825656
339025.09412011 3354056.48065442,340770.41656263 3355924.97534747
398154.57880056 3355907.07790064,398184.03334453 3355941.70408396
398184.03334453 3355941.70408396,398577.53716864 3355831.37204733
397865.25906175 3355991.31009774,398154.57880056 3355907.07790064
410561.01408838 3352346.90350842,410618.56518457 3356075.76494235
340813.68971138 3355964.86302932,340902.42978640 3356082.35469535
340805.86452980 3355971.67319212,340894.53789735 3356088.54495438
410508.63435956 3352364.19583598,410566.21433455 3356106.90439934
410566.21433455 3356106.90439934,410618.56518457 3356075.76494235
407622.67836075 3353639.09954010,410566.21433455 3356106.90439934
400850.66609474 3356204.11017182,401386.57192463 3355064.02577588
398860.08857214 3356223.82141808,399075.16048734 3356230.86152131
399075.16048734 3356230.86152131,399148.87040042 3355895.05571390
398127.24715048 3356284.95144510,398184.03334453 3355941.70408396
398577.53716864 3355831.37204733,398604.44367591 3356296.23072184
398604.44367591 3356296.23072184,398860.08857214 3356223.82141808
398127.24715048 3356284.95144510,398604.44367591 3356296.23072184
399075.16048734 3356230.86152131,399129.94939342 3356468.73291836
398860.08857214 3356223.82141808,398958.32856221 3356509.60103983
398958.32856221 3356509.60103983,399129.94939342 3356468.73291836
397557.04347715 3356554.08726517,397676.14999837 3356231.75792225
397422.66078130 3356588.15774344,397557.04347715 3356554.08726517
394339.44912731 3356591.89869685,394356.46667457 3356596.58610122
397557.04347715 3356554.08726517,397597.39218588 3356667.68891274
397597.39218588 3356667.68891274,398127.24715048 3356284.95144510
415157.61273049 3356855.77247199,415520.52887688 3352336.34113538
394437.33027394 3356893.91613436,394444.54274039 3356620.84673129
415158.05546266 3356917.59944549,415529.41291417 3352373.20717888
397597.39218588 3356667.68891274,397856.53977915 3356928.59703690
405360.29216215 3356938.79670139,405889.65549604 3355247.81396554
393910.52100489 3356496.57603638,394079.18454227 3356944.19538446
397856.53977915 3356928.59703690,398169.36739557 3356952.10405827
399975.13963761 3356956.95368109,405072.74789775 3355406.27547987
394079.18454227 3356944.19538446,394151.84287913 3357004.51508123
394079.18454227 3356944.19538446,394151.84287913 3357004.51508123
394151.84287913 3357004.51508123,394195.96190912 3357038.47869543
394195.96190912 3357038.47869543,394437.33027394 3356893.91613436
398169.36739557 3356952.10405827,398627.66682564 3357048.49093292
398627.66682564 3357048.49093292,398958.32856221 3356509.60103983
398590.56758336 3357063.80949813,398627.66682564 3357048.49093292
414755.78375790 3357110.99474191,415157.61273049 3356855.77247199
399129.94939342 3356468.73291836,399283.55976750 3357124.52704216
399283.55976750 3357124.52704216,399662.00666869 3356968.50950192
404971.96664270 3357129.04607333,405072.74789775 3355406.27547987
404971.96664270 3357129.04607333,405310.53472015 3356938.78546436
414755.78375790 3357110.99474191,415047.49616317 3357142.62958671
415047.49616317 3357142.62958671,415157.61273049 3356855.77247199
415047.49616317 3357142.62958671,415072.33995666 3357146.03738851
415072.33995666 3357146.03738851,415158.05546266 3356917.59944549
414704.38133742 3357136.29972420,415039.92677007 3357165.81910524
415039.92677007 3357165.81910524,415047.49616317 3357142.62958671
415039.92677007 3357165.81910524,415064.77290533 3357169.22735628
415064.77290533 3357169.22735628,415072.33995666 3357146.03738851
415072.33995666 3357146.03738851,415276.83428027 3357174.08257125
415158.05546266 3356917.59944549,415276.83428027 3357174.08257125
397679.47027328 3357095.49857598,397695.51450239 3357198.92149711
397695.51450239 3357198.92149711,397856.53977915 3356928.59703690
415064.77290533 3357169.22735628,415282.25757691 3357199.05408955
335245.35884220 3354908.02714360,338137.33562936 3357242.80147363
340904.51269343 3356101.85784683,341777.79255453 3357251.19509262
398169.36739557 3356952.10405827,398359.06818664 3357252.17579828
398359.06818664 3357252.17579828,398590.56758336 3357063.80949813
340912.55252184 3356095.92041470,341886.41576004 3357357.31924707
341886.41576004 3357357.31924707,341899.85404141 3357366.93542013
341886.41576004 3357357.31924707,341897.71380566 3357369.87098372
341777.79255453 3357251.19509262,341889.04387691 3357377.41324259
414704.38133742 3357136.29972420,414946.05192928 3357409.88338572
414946.05192928 3357409.88338572,415039.92677007 3357165.81910524
414972.97779259 3357410.10552537,415064.77290533 3357169.22735628
414972.97779259 3357410.10552537,415282.25757691 3357199.05408955
410618.56518457 3356075.76494235,410639.58936671 3357437.96770068
398232.01086116 3357449.73505752,398359.06818664 3357252.17579828
410566.21433455 3356106.90439934,410586.89780338 3357451.33353328
397845.71635748 3357459.05665302,398232.01086116 3357449.73505752
410618.56518457 3356075.76494235,411595.36098319 3357483.47846391
411595.36098319 3357483.47846391,414755.78375790 3357110.99474191
341777.79255453 3357251.19509262,341829.60695642 3357490.66506623
411595.36098319 3357483.47846391,411607.65624329 3357504.65158106
411607.65624329 3357504.65158106,414704.38133742 3357136.29972420
392064.79487081 3357191.97593069,392634.26184598 3357516.70612226
392634.26184598 3357516.70612226,393353.72255628 3356471.68584369
341819.40189670 3357536.86427988,341919.82161731 3357381.20171502
397184.56289675 3357553.35261471,397597.39218588 3356667.68891274
397164.52720204 3357595.87997569,397184.56289675 3357553.35261471
341819.40189670 3357536.86427988,342093.30193704 3357596.93659385
341906.04114160 3357396.38978662,342093.30193704 3357596.93659385
397184.56289675 3357553.35261471,397281.89847857 3357601.85540412
341777.76058832 3357610.04852243,341829.60695642 3357490.66506623
341788.38055722 3357613.65251695,341819.40189670 3357536.86427988
341913.89832659 3357387.83941852,342138.31310606 3357630.14113168
341829.60695642 3357490.66506623,342138.31310606 3357630.14113168
397164.52720204 3357595.87997569,397263.66871588 3357644.27688797
397263.66871588 3357644.27688797,397281.89847857 3357601.85540412
397281.89847857 3357601.85540412,397425.02061171 3357649.52900652
397425.02061171 3357649.52900652,397695.51450239 3357198.92149711
341760.95052659 3357664.23691412,341777.76058832 3357610.04852243
341760.95052659 3357664.23691412,341788.38055722 3357613.65251695
415276.83428027 3357174.08257125,418269.76217169 3357679.56787491
415529.41291417 3352373.20717888,418269.76217169 3357679.56787491
397263.66871588 3357644.27688797,397418.31137138 3357699.62228853
397418.31137138 3357699.62228853,397425.02061171 3357649.52900652
415282.25757691 3357199.05408955,418277.26737177 3357704.85906403
418269.76217169 3357679.56787491,418277.26737177 3357704.85906403
392557.54839082 3357709.68342242,392634.26184598 3357516.70612226
338137.33562936 3357242.80147363,340192.97396663 3357732.37733718
392528.70359396 3357734.41805981,392557.54839082 3357709.68342242
397367.36627127 3357758.05665674,397418.31137138 3357699.62228853
341714.61164706 3357766.13583986,341760.95052659 3357664.23691412
397355.90057229 3357786.87046464,397367.36627127 3357758.05665674
411607.65624329 3357504.65158106,411751.28167884 3357801.80262209
411751.28167884 3357801.80262209,412920.98468151 3357427.69200553
392557.54839082 3357709.68342242,392655.93434647 3357808.02218076
392655.93434647 3357808.02218076,393142.61967137 3357744.06453123
396736.65024751 3357712.71848753,397116.16774716 3357842.58598487
397116.16774716 3357842.58598487,397164.52720204 3357595.87997569
397282.63698005 3357860.73291612,397367.36627127 3357758.05665674
397282.63698005 3357860.73291612,397405.04615084 3357865.07716484
397405.04615084 3357865.07716484,397418.31137138 3357699.62228853
341714.61164706 3357766.13583986,342352.33772326 3357865.43573951
397116.16774716 3357842.58598487,397128.60554992 3357865.90983377
397128.60554992 3357865.90983377,397282.63698005 3357860.73291612
342412.38771177 3357870.19897986,342785.43900161 3357789.65999886
394437.33027394 3356893.91613436,394781.52741219 3357878.11043583
338137.33562936 3357242.80147363,339184.71492028 3357888.01173266
418269.76217169 3357679.56787491,421269.88764728 3357351.58593089
394195.96190912 3357038.47869543,394781.52741219 3357878.11043583
399283.55976750 3357124.52704216,399467.24645503 3357925.77947007
394781.52741219 3357878.11043583,395327.45191088 3357367.75455195
418277.26737177 3357704.85906403,421269.88764728 3357351.58593089
397405.04615084 3357865.07716484,397770.74941678 3357980.09894966
397770.74941678 3357980.09894966,398232.01086116 3357449.73505752
339767.31556857 3357993.36287908,339811.61371468 3357931.18385645
339811.61371468 3357931.18385645,339934.46480194 3358002.74665739
397096.20297787 3358015.70787428,397128.60554992 3357865.90983377
397096.20297787 3358015.70787428,397405.04615084 3357865.07716484
410954.45150204 3358029.30977815,411607.65624329 3357504.65158106
339934.46480194 3358002.74665739,340013.18664389 3358048.59577061
340013.18664389 3358048.59577061,340192.97396663 3357732.37733718
339184.71492028 3357888.01173266,339322.07711563 3358057.14451104
397077.36236635 3358063.52202083,397096.20297787 3358015.70787428
339767.31556857 3357993.36287908,339897.17135830 3358069.78891383
339897.17135830 3358069.78891383,339934.46480194 3358002.74665739
398590.56758336 3357063.80949813,398713.98004439 3358070.02108370
398713.98004439 3358070.02108370,399467.24645503 3357925.77947007
339184.71492028 3357888.01173266,339635.21250771 3358075.33648946
